lemma,pos,other_verified_pos,verified_by,oxford_levels_same_pos,oxford_entry,octanove_level,cefrj_level,disagreement,corpus,efllex_word,efllex_pos,efllex_match,efllex_a1,efllex_a2,efllex_b1,efllex_b2,efllex_c1,efllex_total,efllex_nb_doc,efllex_first_level,efllex_b2c1_share,zipf
separation,noun,,oxford5000,c1,separation,,B1,cefrj:B1,efllex,separation,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.13
serial,adjective,,oxford5000,c1,serial_1,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.23
set-up,noun,,oxford5000,c1,set-up_2,,,,wordfreq,,,,,,,,,,,,,5.53
settlement,noun,,oxford5000,c1,settlement,,B1,cefrj:B1,efllex,settlement,noun,lemma+pos,0.0,0.0,0.0,0.0,3.2878,0.7086,3,C1,1.0,4.49
shareholder,noun,,oxford5000,c1,shareholder,,,,efllex,shareholder,noun,lemma+pos,0.0,0.0,0.0,4.1481,0.0,0.3526,4,B2,1.0,3.63
shatter,verb,,oxford5000,c1,shatter,,B2,cefrj:B2,efllex,shatter,verb,lemma+pos,0.0,0.0,2.5892,0.0,0.0,0.0865,1,B1,0.0,3.22
shed,verb,,oxford5000,c1,shed_1,C1,,,efllex,shed,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.8152,0.4535,2,B2,1.0,4.23
sheer,adjective,,oxford5000,c1,sheer_1,,B1,cefrj:B1,efllex,sheer,adjective,lemma+pos,0.0,0.0,0.0,0.0,4.6544,0.7357,2,C1,1.0,4.01
shipping,noun,,oxford5000,c1,shipping,,B2,cefrj:B2,efllex,shipping,noun,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,4.52
shrink,verb,,oxford5000,c1,shrink_1,,B2,cefrj:B2,efllex,shrink,verb,lemma+pos,0.0,0.0,0.0,0.8294,6.0475,1.7821,4,B2,1.0,3.73
shrug,verb,,oxford5000,c1,shrug_1,,B2,cefrj:B2,efllex,shrug,verb,lemma+pos,0.0,1.0149,0.0,6.8563,0.0,2.3423,5,A2,0.871,3.3
sigh,verb,noun,oxford5000,c1,sigh_1,,B2,cefrj:B2,efllex,sigh,verb,lemma+pos,0.0,0.2913,0.0,31.0985,21.2675,16.3484,23,A2,0.994,3.95
silhouette,noun,,octanove,,,C1,,,efllex,silhouette,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.31
simplicity,noun,,octanove,,,C1,,,efllex,simplicity,noun,lemma+pos,0.0,0.0,0.0,0.8294,9.9221,2.2338,4,B2,1.0,3.77
simulate,verb,,oxford5000,c1,simulate,,,,wordfreq,,,,,,,,,,,,,3.44
simulation,noun,,oxford5000,c1,simulation,,,,wordfreq,,,,,,,,,,,,,3.94
simultaneously,adverb,,oxford5000,c1,simultaneously,,B1,cefrj:B1,efllex,simultaneously,adverb,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.17
sin,noun,,oxford5000,c1,sin_1,,,,efllex,sin,noun,lemma+pos,0.0,0.0,0.0,0.0,17.3707,1.9965,3,C1,1.0,4.37
situated,adjective,,oxford5000,c1,situated,,,,wordfreq,,,,,,,,,,,,,4.19
sketch,noun,,oxford5000,c1,sketch_1,C1,,,wordfreq,,,,,,,,,,,,,4.04
skip,verb,,oxford5000,c1,skip_1,,B2,cefrj:B2,efllex,skip,verb,lemma+pos,0.0,0.0,1.3622,0.0,0.0,0.0812,1,B1,0.0,4.21
slack,noun,,octanove,,,C1,,,efllex,slack,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.71
slam,verb,,oxford5000,c1,slam_1,,B2,cefrj:B2,efllex,slam,verb,lemma+pos,0.0,0.0,0.0,0.4103,1.8171,0.9362,3,B2,1.0,4.02
slap,verb,,oxford5000,c1,slap_1,,B2,cefrj:B2,efllex,slap,verb,lemma+pos,0.0,0.0,1.3622,0.4103,0.0,0.7057,2,B1,0.231,3.97
slash,verb,,oxford5000,c1,slash_1,,,,efllex,slash,verb,lemma+pos,0.0,0.0,0.0,0.6749,0.0,0.0574,1,B2,1.0,3.65
slavery,noun,,oxford5000,c1,slavery,,B1,cefrj:B1,efllex,slavery,noun,lemma+pos,0.0,0.0,0.0,0.5926,0.0,0.0504,1,B2,1.0,4.21
slot,noun,,oxford5000,c1,slot_1,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.09
smash,verb,,oxford5000,c1,smash_1,,B2,cefrj:B2,efllex,smash,verb,lemma+pos,0.0,0.0,0.0,1.4616,0.9357,0.9291,3,B2,1.0,4.09
smug,adjective,,octanove,,,C1,,,efllex,smug,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.31
snap,verb,,oxford5000,c1,snap_1,,B2,cefrj:B2,efllex,snap,verb,lemma+pos,0.0,0.0,4.3029,4.0091,0.0,2.3615,4,B1,0.482,4.21
soak,verb,,oxford5000,c1,soak_1,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.61
soar,verb,,oxford5000,c1,soar,,B2,cefrj:B2,efllex,soar,verb,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,3.39
socialist,adjective,,oxford5000,c1,socialist_1,,,,efllex,socialist,adjective,lemma+pos,0.0,0.2873,0.0,1.6588,0.0,0.8196,2,A2,0.852,4.22
sole,adjective,,oxford5000,c1,sole_1,,,,wordfreq,,,,,,,,,,,,,4.29
solely,adverb,,oxford5000,c1,solely,,,,wordfreq,,,,,,,,,,,,,4.2
solicitor,noun,,oxford5000,c1,solicitor,,,,wordfreq,,,,,,,,,,,,,3.69
solidarity,noun,,oxford5000,c1,solidarity,,,,efllex,solidarity,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,3.89
solo,adjective,noun,oxford5000,c1,solo_2,,B2,cefrj:B2,efllex,solo,adjective,lemma+pos,0.0,0.0,3.2749,1.6588,0.8152,1.1339,3,B1,0.43,4.61
sovereignty,noun,,oxford5000,c1,sovereignty,,,,wordfreq,,,,,,,,,,,,,3.86
spacious,adjective,,octanove,,,C1,,,efllex,spacious,adjective,lemma+pos,0.0,0.0,17.4376,0.3154,3.1517,4.4865,7,B1,0.166,3.41
spam,noun,,oxford5000,c1,spam_1,,,,efllex,spam,noun,lemma+pos,0.0,1.1119,0.0,0.0,0.0,0.1625,1,A2,0.0,4.05
span,verb,noun,oxford5000,c1,span_1,,B2,cefrj:B2,efllex,span,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.07
spare,verb,,oxford5000,c1,spare_2,,B2,cefrj:B2,efllex,spare,verb,lemma+pos,0.0,0.0,0.5308,0.0,0.0,0.0151,1,B1,0.0,4.28
spark,verb,,oxford5000,c1,spark_1,,,,efllex,spark,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.8152,0.4535,2,B2,1.0,3.99
specialized,adjective,,oxford5000,c1,specialized,,,,efllex,specialized,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.07
specification,noun,,oxford5000,c1,specification,C1,,,wordfreq,,,,,,,,,,,,,3.75
specimen,noun,,oxford5000,c1,specimen,C1,,,wordfreq,,,,,,,,,,,,,3.72
spectacle,noun,,oxford5000,c1,spectacle,,B2,cefrj:B2,efllex,spectacle,noun,lemma+pos,0.0,0.0,0.0,0.0,1.6303,0.4535,2,C1,1.0,3.61
spectrum,noun,,oxford5000,c1,spectrum,,,,wordfreq,,,,,,,,,,,,,4.26
sphere,noun,,oxford5000,c1,sphere,,B1,cefrj:B1,efllex,sphere,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.91
spin,verb,noun,oxford5000,c1,spin_1,,B2,cefrj:B2,efllex,spin,verb,lemma+pos,0.0,0.0,1.6375,0.7308,2.133,1.8643,4,B1,0.636,4.38
spine,noun,,oxford5000,c1,spine,,,,wordfreq,,,,,,,,,,,,,3.93
spontaneously,adverb,,octanove,,,C1,,,efllex,spontaneously,adverb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.34
spotlight,noun,,oxford5000,c1,spotlight_1,,,,efllex,spotlight,noun,lemma+pos,0.0,0.0,0.0,1.2616,0.0,0.1802,2,B2,1.0,3.9
spouse,noun,,oxford5000,c1,spouse,,,,wordfreq,,,,,,,,,,,,,3.95
sprawl,verb,,octanove,,,C1,,,efllex,sprawl,verb,lemma+pos,0.0,0.0,0.0,0.0,3.1517,0.5394,2,C1,1.0,2.99
spy,verb,,oxford5000,c1,spy_2,,,,efllex,spy,verb,lemma+pos,0.0,0.0,0.0,4.0091,10.1763,3.2269,5,B2,1.0,4.24
squad,noun,,oxford5000,c1,squad,,B2,cefrj:B2,efllex,squad,noun,lemma+pos,0.0,0.0,0.0,0.3154,0.8152,0.611,2,B2,1.0,4.67
squeeze,verb,,oxford5000,c1,squeeze_1,,B2,cefrj:B2,efllex,squeeze,verb,lemma+pos,0.0,0.0,0.0,0.0,14.3387,1.6315,5,C1,1.0,3.94
stab,verb,,oxford5000,c1,stab_1,,B2,cefrj:B2,efllex,stab,verb,lemma+pos,0.0,0.3248,0.0,0.3154,0.0,0.4799,2,A2,0.493,3.78
stability,noun,,oxford5000,c1,stability,,B2,cefrj:B2,efllex,stability,noun,lemma+pos,0.0,0.0,0.0,0.0,10.6652,0.7957,2,C1,1.0,4.31
stabilize,verb,,oxford5000,c1,stabilize,C2,,,wordfreq,,,,,,,,,,,,,3.46
stake,noun,,oxford5000,c1,stake_1,,B2,cefrj:B2,efllex,stake,noun,lemma+pos,0.0,0.0,0.0,0.4103,0.6091,0.1606,2,B2,1.0,4.15
standing,adjective,,oxford5000,c1,standing_1,,,,efllex,standing,adjective,lemma+pos,0.0,0.0,0.0,0.1012,0.0,0.0812,1,B2,1.0,4.86
staple,noun,,octanove,,,C1,,,efllex,staple,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.8152,0.4535,2,B2,1.0,3.68
stark,adjective,,oxford5000,c1,stark_1,,,,efllex,stark,adjective,lemma+pos,0.0,0.0,0.0,0.0,3.1517,0.5394,2,C1,1.0,4.01
startling,adjective,,octanove,,,C1,,,efllex,startling,adjective,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.4
statistical,adjective,,oxford5000,c1,statistical,,,,efllex,statistical,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.14
steer,verb,,oxford5000,c1,steer_1,,B2,cefrj:B2,efllex,steer,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.72
stem,noun,verb,oxford5000,c1,stem_1,,,,efllex,stem,noun,lemma+pos,0.0,0.0,0.0,0.8294,1.0665,0.7336,2,B2,1.0,4.3
stereotype,noun,,oxford5000,c1,stereotype_1,,B2,cefrj:B2,efllex,stereotype,noun,lemma+pos,0.0,0.0,2.5892,0.0,4.6544,1.5491,3,B1,0.643,3.43
stimulus,noun,,oxford5000,c1,stimulus,,,,efllex,stimulus,noun,lemma+pos,0.0,0.0,1.3622,0.0,0.0,0.0812,1,B1,0.0,3.82
stir,verb,,oxford5000,c1,stir_1,,B1,cefrj:B1,efllex,stir,verb,lemma+pos,0.0,0.0,8.7188,0.6749,7.1091,4.0013,6,B1,0.472,3.96
stock,verb,,octanove,,,C1,,,efllex,stock,verb,lemma+pos,0.0,0.0,0.0,2.3422,0.0,0.6593,2,B2,1.0,4.93
storage,noun,,oxford5000,c1,storage,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.57
straightforward,adjective,,oxford5000,c1,straightforward,,B2,cefrj:B2,efllex,straightforward,adjective,lemma+pos,0.0,0.0,0.0,8.0181,1.2183,2.9621,6,B2,1.0,3.83
strain,noun,,oxford5000,c1,strain_1,,B1,cefrj:B1,efllex,strain,noun,lemma+pos,0.0,0.0,0.0,0.0,10.2145,1.5178,3,C1,1.0,4.15
strand,noun,,oxford5000,c1,strand_1,,B2,cefrj:B2,efllex,strand,verb,lemma,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,3.68
strap,noun,,octanove,,,C1,,,efllex,strap,noun,lemma+pos,0.0,0.0,1.6375,0.1311,0.0,0.5394,2,B1,0.074,3.79
strategic,adjective,,oxford5000,c1,strategic,,B1,cefrj:B1,efllex,strategic,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.43
striking,adjective,,oxford5000,c1,striking,,B2,cefrj:B2,efllex,striking,adjective,lemma+pos,1.4193,0.0,0.0,0.8294,0.0,0.3407,2,A1,0.369,4.2
strip,noun,verb,oxford5000,c1,strip_1,,B1,cefrj:B1,efllex,strip,noun,lemma+pos,0.0,0.0,1.3622,0.0,0.1559,0.5852,2,B1,0.103,4.36
strive,verb,,oxford5000,c1,strive,,B2,cefrj:B2,efllex,strive,verb,lemma+pos,0.0,0.0,0.0,0.3154,0.0,0.045,1,B2,1.0,3.72
structural,adjective,,oxford5000,c1,structural,C1,,,wordfreq,,,,,,,,,,,,,4.18
stumble,verb,,oxford5000,c1,stumble_2,,B1,cefrj:B1,efllex,stumble,verb,lemma+pos,0.0,0.0,1.3622,0.8294,0.8152,1.2813,3,B1,0.547,3.42
stun,verb,,oxford5000,c1,stun,,B1,cefrj:B1,efllex,stun,verb,lemma+pos,0.0,0.0,0.0,0.6749,0.0,0.0574,1,B2,1.0,3.37
submission,noun,,oxford5000,c1,submission,,,,wordfreq,,,,,,,,,,,,,4.07
subordinate,noun,,octanove,,,C1,,,efllex,subordinate,noun,lemma+pos,0.0,0.0,0.0,0.3933,0.0,0.0943,3,B2,1.0,3.45
subscriber,noun,,oxford5000,c1,subscriber,,,,efllex,subscriber,noun,lemma+pos,0.0,0.0,1.3622,0.0,1.2183,0.9894,2,B1,0.472,3.52
subscription,noun,,oxford5000,c1,subscription,,,,efllex,subscription,noun,lemma+pos,0.0,0.0,1.3622,0.0,1.6303,1.2813,3,B1,0.545,4.06
subsidy,noun,,oxford5000,c1,subsidy,C2,,,efllex,subsidy,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.56
substantial,adjective,,oxford5000,c1,substantial,,B1,cefrj:B1,efllex,substantial,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.3118,0.0629,2,C1,1.0,4.33
substantially,adverb,,oxford5000,c1,substantially,C1,,,efllex,substantially,adverb,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.96
substitute,noun,verb,oxford5000,c1,substitute_1,,B1,cefrj:B1,efllex,substitute,noun,lemma+pos,0.0,0.0,0.0,0.0,1.2183,0.1606,2,C1,1.0,4.17
substitution,noun,,oxford5000,c1,substitution,,,,wordfreq,,,,,,,,,,,,,3.41
subtle,adjective,,oxford5000,c1,subtle,,B2,cefrj:B2,efllex,subtle,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,4.08
suburban,adjective,,oxford5000,c1,suburban,C1,,,efllex,suburban,adjective,lemma+pos,0.0,0.0,0.0,0.6308,0.0,0.0901,2,B2,1.0,3.91
succession,noun,,oxford5000,c1,succession,C1,,,efllex,succession,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.97
successive,adjective,,oxford5000,c1,successive,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.85
successor,noun,,oxford5000,c1,successor,,,,wordfreq,,,,,,,,,,,,,3.99
suck,verb,,oxford5000,c1,suck_1,,B2,cefrj:B2,efllex,suck,verb,lemma+pos,0.0,0.0,0.0,0.0,0.9357,0.0698,1,C1,1.0,4.42
sue,verb,,oxford5000,c1,sue_1,,B2,cefrj:B2,efllex,sue,verb,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.22
suite,noun,,oxford5000,c1,suite,,,,efllex,suite,noun,lemma+pos,0.0,0.0,5.3242,0.0,3.1517,1.3402,4,B1,0.372,4.18
summit,noun,,oxford5000,c1,summit,,B1,cefrj:B1,efllex,summit,noun,lemma+pos,0.0,0.0,1.6375,17.4565,1.6303,5.5831,4,B1,0.921,4.3
superb,adjective,,oxford5000,c1,superb,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.96
superficial,adjective,,octanove,,,C1,,,efllex,superficial,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.56
superior,adjective,,oxford5000,c1,superior_1,,B1,cefrj:B1,efllex,superior,adjective,lemma+pos,0.0,0.0,1.3622,0.1311,19.3984,5.3434,7,B1,0.935,4.46
supervise,verb,,oxford5000,c1,supervise,,B2,cefrj:B2,efllex,supervise,verb,lemma+pos,0.0,0.0,0.0,1.6588,0.0,0.4535,2,B2,1.0,3.32
supervision,noun,,oxford5000,c1,supervision,,B2,cefrj:B2,efllex,supervision,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.94
supervisor,noun,,oxford5000,c1,supervisor,,B2,cefrj:B2,efllex,supervisor,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.95
supplement,noun,verb,oxford5000,c1,supplement_1,,B2,cefrj:B2,efllex,supplement,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.03
supportive,adjective,,oxford5000,c1,supportive,,B1,cefrj:B1,efllex,supportive,adjective,lemma+pos,0.0,1.1119,0.0,0.0,0.6091,0.9942,3,A2,0.354,4.05
supposedly,adverb,,oxford5000,c1,supposedly,,B1,cefrj:B1,efllex,supposedly,adverb,lemma+pos,0.0,0.0,1.3622,0.8294,0.6091,1.5414,3,B1,0.514,3.96
suppress,verb,,oxford5000,c1,suppress,,B2,cefrj:B2,efllex,suppress,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.66
supreme,adjective,,oxford5000,c1,supreme,,,,efllex,supreme,adjective,lemma+pos,0.0,0.0,0.0,0.0,1.6303,0.4535,1,C1,1.0,4.69
surge,verb,noun,oxford5000,c1,surge_2,C2,,,efllex,surge,verb,lemma+pos,0.0,0.0,0.0,0.3154,0.1804,0.0901,2,B2,1.0,3.82
surgical,adjective,,oxford5000,c1,surgical,,,,efllex,surgical,adjective,lemma+pos,0.0,0.0,0.0,3.6117,0.0,0.6752,2,B2,1.0,4.05
surplus,noun,,oxford5000,c1,surplus_1,,,,wordfreq,,,,,,,,,,,,,3.87
surrender,verb,,oxford5000,c1,surrender_1,,B2,cefrj:B2,efllex,surrender,verb,lemma+pos,0.0,0.0,0.0,0.0,2.7257,0.2034,3,C1,1.0,4.09
surveillance,noun,,oxford5000,c1,surveillance,,B2,cefrj:B2,efllex,surveillance,noun,lemma+pos,0.0,0.0,0.0,0.0,1.6303,0.4535,2,C1,1.0,4.17
suspension,noun,,oxford5000,c1,suspension,C1,,,wordfreq,,,,,,,,,,,,,4.24
suspicion,noun,,oxford5000,c1,suspicion,,B1,cefrj:B1,efllex,suspicion,noun,lemma+pos,0.0,0.0,0.0,5.483,4.897,2.424,5,B2,1.0,3.97
suspicious,adjective,,oxford5000,c1,suspicious,,B2,cefrj:B2,efllex,suspicious,adjective,lemma+pos,0.0,2.0297,0.0,12.3722,10.1724,7.8042,11,A2,0.917,4.09
sustain,verb,,oxford5000,c1,sustain,,B2,cefrj:B2,efllex,sustain,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.1559,0.5394,2,B2,1.0,3.93
swap,verb,,octanove,,,C1,,,efllex,swap,verb,lemma+pos,0.0,0.0,0.0,2.4881,1.6303,1.1339,5,B2,1.0,3.94
swing,verb,noun,oxford5000,c1,swing_1,,B2,cefrj:B2,efllex,swing,verb,lemma+pos,0.0,0.5074,0.0,21.0622,35.6104,15.2626,16,A2,0.991,4.34
sword,noun,,oxford5000,c1,sword,,B1,cefrj:B1,efllex,sword,noun,lemma+pos,7.1046,143.0741,0.5308,1.4616,2.7257,32.3162,24,A1,0.027,4.37
symbolic,adjective,,oxford5000,c1,symbolic,,B2,cefrj:B2,efllex,symbolic,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.86
syndrome,noun,,oxford5000,c1,syndrome,,B1,cefrj:B1,efllex,syndrome,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1804,0.045,1,C1,1.0,4.23
synthesis,noun,,oxford5000,c1,synthesis,C2,,,wordfreq,,,,,,,,,,,,,3.84
synthetic,adjective,,octanove,,,C1,,,efllex,synthetic,adjective,lemma+pos,0.0,0.0,0.0,0.0,4.6544,0.7357,2,C1,1.0,3.95
systematic,adjective,,oxford5000,c1,systematic,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,3.87
tackle,noun,,oxford5000,c1,tackle_2,,,,efllex,tackle,verb,lemma,0.0,0.0,0.296,2.4881,8.8406,4.4862,8,B1,0.975,4.15
tactic,noun,,oxford5000,c1,tactic,C2,,,efllex,tactic,noun,lemma+pos,0.0,0.0,0.0,0.6749,0.0,0.0574,1,B2,1.0,3.71
tactical,adjective,,oxford5000,c1,tactical,C2,,,wordfreq,,,,,,,,,,,,,3.97
taxpayer,noun,,oxford5000,c1,taxpayer,,,,efllex,taxpayer,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.86
tedious,adjective,,octanove,,,C1,,,efllex,tedious,adjective,lemma+pos,0.0,0.0,0.0,2.7716,0.6091,1.0088,3,B2,1.0,3.5
tempt,verb,,oxford5000,c1,tempt,,B1,cefrj:B1,efllex,tempt,verb,lemma+pos,0.0,0.0,0.0,3.619,4.6793,1.8644,4,B2,1.0,3.22
tenant,noun,,oxford5000,c1,tenant_1,,,,efllex,tenant,noun,lemma+pos,0.0,0.0,4.299,0.0,0.0,0.1226,2,B1,0.0,3.78
tender,adjective,,oxford5000,c1,tender_1,,B2,cefrj:B2,efllex,tender,adjective,lemma+pos,0.0,0.0,0.0,0.7308,0.0,0.0621,1,B2,1.0,4.09
tenure,noun,,oxford5000,c1,tenure,,,,wordfreq,,,,,,,,,,,,,3.93
terminal,adjective,,oxford5000,c1,terminal_2,,,,efllex,terminal,adjective,lemma+pos,0.0,0.0,1.6375,0.0,0.0,0.2268,1,B1,0.0,4.31
terminate,verb,,oxford5000,c1,terminate,,,,efllex,terminate,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.65
terrain,noun,,oxford5000,c1,terrain,C1,,,efllex,terrain,noun,lemma+pos,0.0,0.0,0.0,0.0,3.6378,0.68,2,C1,1.0,3.94
terrific,adjective,,oxford5000,c1,terrific,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,3.9
testify,verb,,oxford5000,c1,testify,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.84
testimony,noun,,oxford5000,c1,testimony,,B2,cefrj:B2,efllex,testimony,noun,lemma+pos,1.4193,0.0,0.0,0.8294,0.0,0.3407,2,A1,0.369,4.17
texture,noun,,oxford5000,c1,texture,,,,efllex,texture,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.93
thankfully,adverb,,oxford5000,c1,thankfully,,,,efllex,thankfully,adverb,lemma+pos,0.0,0.0,0.0,0.8294,0.1559,0.5394,2,B2,1.0,3.8
theatrical,adjective,,oxford5000,c1,theatrical,,,,efllex,theatrical,adjective,lemma+pos,0.0,0.0,0.0,1.3049,0.0,0.1109,2,B2,1.0,3.68
theology,noun,,oxford5000,c1,theology,,,,efllex,theology,noun,lemma+pos,2.3682,0.0,0.0,0.0,0.0,0.0252,1,A1,0.0,3.92
theoretical,adjective,,oxford5000,c1,theoretical,,,,wordfreq,,,,,,,,,,,,,4.01
thereafter,adverb,,oxford5000,c1,thereafter,,B2,cefrj:B2,efllex,thereafter,adverb,lemma+pos,0.0,0.0,0.296,0.0,0.1804,0.6236,2,B1,0.379,3.97
thereby,adverb,,oxford5000,c1,thereby,C1,,,wordfreq,,,,,,,,,,,,,4.03
thought-provoking,adjective,,oxford5000,c1,thought-provoking,,,,wordfreq,,,,,,,,,,,,,3.47
thoughtful,adjective,,oxford5000,c1,thoughtful,,B2,cefrj:B2,efllex,thoughtful,adjective,lemma+pos,0.0,0.3481,8.371,5.4978,4.9836,5.8022,8,A2,0.546,3.83
thread,noun,,oxford5000,c1,thread_1,,B2,cefrj:B2,efllex,thread,noun,lemma+pos,0.0,1.1119,0.0,0.3154,5.0999,3.0169,4,A2,0.83,4.44
threshold,noun,,oxford5000,c1,threshold,,,,wordfreq,,,,,,,,,,,,,4.03
thrilled,adjective,,oxford5000,c1,thrilled,,B2,cefrj:B2,efllex,thrilled,adjective,lemma+pos,0.0,0.0,1.3622,0.8294,1.921,1.7987,4,B1,0.669,3.94
thrive,verb,,oxford5000,c1,thrive,,,,wordfreq,,,,,,,,,,,,,3.73
tide,noun,,oxford5000,c1,tide_1,,B1,cefrj:B1,efllex,tide,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.05
tighten,verb,,oxford5000,c1,tighten,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,3.51
timber,noun,,oxford5000,c1,timber,,,,wordfreq,,,,,,,,,,,,,4.01
timely,adjective,,oxford5000,c1,timely,,B1,cefrj:B1,efllex,timely,adjective,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.85
timid,adjective,,octanove,,,C1,,,efllex,timid,adjective,lemma+pos,0.0,0.0,0.0,0.3154,0.0,0.045,1,B2,1.0,3.25
tobacco,noun,,oxford5000,c1,tobacco,,B1,cefrj:B1,efllex,tobacco,noun,lemma+pos,0.0,0.2873,0.0,0.0,8.6765,2.092,4,A2,0.968,4.19
tolerance,noun,,oxford5000,c1,tolerance,,,,efllex,tolerance,noun,lemma+pos,0.0,0.0,1.3622,0.0,0.0,0.0812,1,B1,0.0,4.06
tolerate,verb,,oxford5000,c1,tolerate,,B2,cefrj:B2,efllex,tolerate,verb,lemma+pos,0.0,0.0,2.5892,0.0,0.0,0.0865,1,B1,0.0,3.84
toll,noun,,oxford5000,c1,toll_1,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.08
toss,verb,,oxford5000,c1,toss_1,,B1,cefrj:B1,efllex,toss,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.91
toxic,adjective,,oxford5000,c1,toxic,,B2,cefrj:B2,efllex,toxic,adjective,lemma+pos,0.0,0.0,0.0,0.2024,0.6091,0.9942,2,B2,1.0,4.24
trace,noun,,oxford5000,c1,trace_2,,B1,cefrj:B1,efllex,trace,noun,lemma+pos,0.0,0.0,0.0,0.1311,4.897,1.3249,3,B2,1.0,4.19
trademark,noun,,oxford5000,c1,trademark_1,,,,wordfreq,,,,,,,,,,,,,3.89
trail,noun,verb,oxford5000,c1,trail_1,,B1,cefrj:B1,efllex,trail,noun,lemma+pos,0.0,0.0,2.7244,0.6749,0.9357,1.9837,3,B1,0.372,4.45
trailer,noun,,oxford5000,c1,trailer,,B2,cefrj:B2,efllex,trailer,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.32
transaction,noun,,oxford5000,c1,transaction,,,,wordfreq,,,,,,,,,,,,,4.21
transcript,noun,,oxford5000,c1,transcript,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.7
